@relation type1metaphor

@attribute sentence string
@attribute classNoun1 {concrete,abstract}
@attribute classNoun2 {concrete,abstract}
@attribute classOverlap {false,true}
@attribute overlap {false,true}
@attribute conceptOverlap {false,true}
@attribute similarity REAL
@attribute metaphor {y,n}

@data
'earth is divinity',concrete,abstract,false,false,false,0.155997490042,n
'mine was scene',concrete,concrete,true,false,false,?,n
'breeze is angel',concrete,abstract,false,false,false,0.290863002169,y
'home is place',concrete,concrete,true,true,true,0.241790408366,n
'sausage was echt',concrete,?,false,false,false,0.120636547475,n
'selves are man',abstract,concrete,false,false,false,?,n
'callers were fbi',concrete,abstract,false,false,false,0.275666450885,n
'mind is friend',abstract,concrete,false,false,false,0.0695695744803,y
'body is illusion',concrete,abstract,false,false,false,0.145812738492,n
'crushing is something',abstract,concrete,false,false,false,?,n
'ocean was salt',concrete,concrete,true,false,true,0.23071155655,y
'face is slice',concrete,abstract,false,false,true,0.0791604831315,y
'chest was thunder',concrete,abstract,false,false,false,0.159759622195,y
'soldiers are citizens',concrete,concrete,true,true,false,0.417322591239,y
'soldiers are dreamers',concrete,concrete,true,true,false,0.202629982438,n
'road was ribbon',concrete,concrete,true,false,false,0.139147685892,y
'eyes were hollows',abstract,abstract,true,false,false,0.320446183397,y
'road was ribbon',concrete,concrete,true,false,false,0.139147685892,y
'road is ribbon',concrete,concrete,true,false,false,0.139147685892,y
'mind is water',abstract,concrete,false,false,false,0.0698080138029,y
'laughter is mirth',abstract,abstract,true,false,false,0.741901540869,y
'road is glass',concrete,concrete,true,false,false,-0.0633389768722,y
'memory is stranger',abstract,concrete,false,false,false,-0.0308289610551,y
'cathleen was name',?,?,true,false,false,0.0983021808956,n
'laugh was cry',abstract,abstract,true,true,true,0.487804940713,n
'house is is',concrete,?,false,false,false,?,n
'hope is command',abstract,abstract,true,false,false,0.0337993015794,n
'country is nation',concrete,abstract,false,false,true,0.478929244127,n
'blacktime is time',?,?,true,false,false,?,n
'stuff were scotch',concrete,abstract,false,false,false,0.0462282900446,n
'reverie is desire',abstract,abstract,true,false,false,0.153787508688,n
'literature is lives',abstract,abstract,true,false,false,0.0994482372805,y
'fiat is fiat',abstract,abstract,true,true,true,1.0,n
'father was carpenter',concrete,concrete,true,true,false,0.430004174299,n
'workmen are singers',concrete,concrete,true,true,false,0.00593490534298,n
'weight is measure',abstract,abstract,true,false,true,0.311639250332,n
'unclean is nature',?,?,true,false,false,0.184384234182,n
'masks are faces',concrete,concrete,true,false,false,0.381202343331,y
'telephone is parrot',concrete,concrete,true,false,false,0.0140084637261,y
'telephone is guignol',concrete,?,false,false,false,-0.147189171387,y
'men are freaks',abstract,concrete,false,false,false,0.0405454752868,n
'it is form',abstract,abstract,true,false,false,?,n
'thought is peppermint',abstract,concrete,false,false,false,0.0486170055946,y
'fresher is mountain-sod',concrete,?,false,false,false,?,n
'heart was stone',abstract,concrete,false,false,false,0.146592644978,y
'soul was yearning',concrete,abstract,false,false,false,0.473088513294,n
'sohrab is thine',?,?,true,false,false,?,n
'advance are are',abstract,abstract,true,false,false,?,n
'culture is care',abstract,abstract,true,false,false,-0.0152396592513,n
'brooks are tributaries',concrete,concrete,true,false,false,0.206117158976,n
'rights are empire',abstract,concrete,false,false,false,0.0756600525201,n
'i am weed',concrete,concrete,true,false,false,?,n
'ways are fill',concrete,abstract,false,false,false,?,y
'peace be thine',abstract,?,false,false,false,0.256506409038,n
'arts are mine',abstract,concrete,false,false,false,?,n
'outside was noon',concrete,abstract,false,false,false,0.134379434141,n
'i am resurrection',concrete,abstract,false,false,false,?,n
'earth is tomb',concrete,concrete,true,false,false,0.155669848819,y
'name is guidi',abstract,?,false,false,false,0.0685727201933,n
'citadel is is',concrete,?,false,false,false,?,n
'level was was',abstract,concrete,false,false,false,?,n
'star is world',concrete,concrete,true,true,true,0.159242696801,n
'merchants were kings',concrete,concrete,true,true,false,0.374274542204,n
'fate is thine',abstract,?,false,false,false,0.216202262527,n
'road be head',concrete,concrete,true,false,false,0.0345781266909,y
'juan was receiv',?,?,true,false,false,0.00922908970133,n
'life was contest',abstract,abstract,true,false,false,-0.0283087103162,y
'limbs are bow',concrete,concrete,true,false,false,0.295898184421,n
'dungeon was gulf',concrete,concrete,true,false,false,-0.0261054059371,y
'man is cheerfulest',concrete,?,false,false,false,?,n
'what was helmsman',?,?,true,false,false,?,n
'snark be snark',?,?,true,false,true,1.0,n
'criseyda was was',?,?,true,false,false,?,n
'opyn is cheyne',?,?,true,false,false,?,n
'gold is air',abstract,concrete,false,false,false,-0.0713930859478,y
'hopes were dupes',abstract,concrete,false,false,false,-0.0457618909154,y
'night is chill',abstract,abstract,true,true,false,0.39900740831,n
'night is chill',abstract,abstract,true,true,false,0.39900740831,n
'name is geraldine',abstract,?,false,false,false,0.0669859240685,n
'bones are dust',concrete,concrete,true,false,false,0.262181587254,y
'wave was a-flame',abstract,?,false,false,false,?,n
'friendship is tree',abstract,concrete,false,false,false,0.110955738502,y
'lips are thine',concrete,?,false,false,false,0.391219169266,n
'eyes are strangers',abstract,concrete,false,false,true,0.289336735914,y
'mercy is neglect',abstract,abstract,true,true,false,0.287784635842,n
'smiles are lightning',abstract,abstract,true,false,true,0.144712894269,y
'you was peace',?,?,true,false,false,?,n
'soul is sense',concrete,abstract,false,false,false,0.249575188662,n
'life be blessing',abstract,abstract,true,false,true,0.27876747187,n
'life be blessing',abstract,abstract,true,false,true,0.27876747187,n
'queens are form',concrete,abstract,false,false,false,0.0243778010504,n
'herringman was captain',?,?,true,false,false,0.0426887609396,n
'poetry is curs',abstract,concrete,false,false,false,0.150886375887,n
'slight was thing',abstract,abstract,true,false,false,?,n
'client was martyr',concrete,concrete,true,true,false,-0.241801637748,n
'tree was was',concrete,concrete,true,false,false,?,n
'ignorance is bliss',abstract,abstract,true,false,true,0.135664607509,n
'soul is o',concrete,concrete,true,false,false,?,n
'death is is',abstract,?,false,false,false,?,n
'stuff is flesh',concrete,concrete,true,false,false,0.178886913089,n
'jewels are baubles',concrete,abstract,false,false,false,0.577308657352,n
'thing is joy',abstract,abstract,true,true,false,?,n
'sort was was',abstract,concrete,false,false,false,?,n
'beauty is truth',abstract,abstract,true,false,false,0.181892004985,n
'veil was rent',concrete,abstract,false,false,false,0.0296112827683,y
'death is rest',abstract,abstract,true,false,true,0.16940528048,n
'image is adversary',abstract,concrete,false,false,false,0.200433251465,n
'aim is vanity',abstract,abstract,true,false,false,0.0107233264284,n
'end is pain',concrete,abstract,false,false,false,?,n
'shock was was',abstract,concrete,false,true,false,?,n
'world was search',concrete,abstract,false,false,false,-0.00622285465549,y
'things are things',abstract,abstract,true,true,true,?,n
'niagara is noisier',concrete,?,false,false,false,0.428150882345,n
'drops are links',abstract,concrete,false,false,false,-0.148306314319,y
'wherefore is care',abstract,abstract,true,true,false,?,n
'ways are mire',concrete,concrete,true,false,false,?,n
'prize is mine',abstract,concrete,false,false,false,?,n
'breast be form',concrete,abstract,false,true,true,-0.0387641463646,n
'skies are sunlit',concrete,?,false,false,false,0.644106227047,n
'sheep are sweeter',concrete,?,false,false,false,0.250361401497,y
'clothes were curtains',concrete,concrete,true,true,false,0.383070789469,y
'month was october',abstract,abstract,true,true,true,0.54425962786,n
'love is liberty',abstract,abstract,true,true,false,0.256892253982,n
'pant be press',abstract,abstract,true,false,false,-0.193139168267,y
'study is man',abstract,concrete,false,false,true,-0.0326224788046,n
'passion is gale',abstract,concrete,false,false,false,0.0207354795331,n
'vice is monster',abstract,abstract,true,false,false,-0.104740444909,y
'books are toys',concrete,concrete,true,true,true,0.41147810609,y
'christ is attorney',abstract,concrete,false,false,false,0.0971084410803,y
'plesant was jurney',?,?,true,false,false,?,n
'words are shadow',abstract,abstract,true,false,false,0.00956823984043,n
'toes were tender',concrete,abstract,false,false,false,0.122207323251,n
'guerdon is repose',abstract,abstract,true,false,false,0.118469546825,n
'forebodings are fiends',abstract,concrete,false,false,false,0.439331094007,y
'communion is end',abstract,concrete,false,false,false,?,n
'bounce was music',abstract,abstract,true,false,false,0.123401984599,n
'lord is love',abstract,abstract,true,false,false,0.0879085504017,n
'peace is garner',abstract,concrete,false,false,false,-0.0955302875314,n
'dreams are multitudes',abstract,abstract,true,false,false,0.299118676647,n
'glance is dole',abstract,abstract,true,false,false,-0.06611340645,n
'need is thing',abstract,abstract,true,true,true,?,n
'love was lie',abstract,abstract,true,false,true,0.183402056416,n
'losses are d',abstract,?,false,false,false,?,n
'hairs be wires',concrete,concrete,true,false,false,0.370193171983,y
'larks are clocks',concrete,concrete,true,true,false,0.31565628965,y
'mine is faith',concrete,abstract,false,false,false,?,n
'shrine is d',concrete,?,false,false,false,?,n
'breath is light',concrete,concrete,true,true,false,0.218949031387,n
'winding-sheet is shame',concrete,abstract,false,false,false,?,y
'term is is',abstract,?,false,false,false,?,n
'instance is is',abstract,?,false,false,false,?,n
'rest be thine',abstract,?,false,false,false,0.0453702797383,n
'cause is none',abstract,abstract,true,true,false,?,n
'reynold was priest',?,?,true,false,false,0.0835117207909,n
'calm was day',abstract,abstract,true,false,false,0.251062965417,n
'love is work',abstract,abstract,true,false,true,0.136503396319,y
'dean is is',concrete,?,false,false,false,?,n
'rind was core',concrete,concrete,true,false,false,0.114770005353,y
'sin is prayer',abstract,abstract,true,false,false,0.415600397904,n
'virtues are vices',abstract,abstract,true,true,false,0.582347975602,n
'star is stain',concrete,abstract,false,false,false,0.109236022383,y
'love was pearl',abstract,concrete,false,false,false,0.121826340391,y
'flowers are tears',concrete,concrete,true,false,true,0.137552216926,y
'gift is thine',abstract,?,false,false,false,0.252357951821,n
'sky is is',concrete,?,false,false,false,?,n
'freedom is sense',abstract,abstract,true,false,false,0.323988231981,y
'life is lust',abstract,abstract,true,true,false,0.358037163711,n
'flight was fleet',abstract,abstract,true,true,false,0.349167155939,n
'knights are adulterers',concrete,concrete,true,true,false,0.248506420357,n
'cup was gold',abstract,abstract,true,false,false,0.357840667215,n
'draught was mud',abstract,concrete,false,false,false,0.292923191863,n
'whereout was roll',?,?,true,false,false,?,n
'doom is mine',abstract,concrete,false,false,false,?,n
'earth is way',concrete,abstract,false,false,false,?,n
'man is is',concrete,?,false,false,false,?,n
'wheel are shadows',concrete,abstract,false,false,false,0.232735225869,n
'palm is prest',concrete,?,false,false,false,0.142641969838,n
'soul was flash',concrete,abstract,false,false,false,0.0459925550636,n
'years were mist',abstract,concrete,false,false,false,-0.131150008873,y
'love is love',abstract,abstract,true,true,true,1.0,n
'half is thine',abstract,?,false,false,false,?,n
'death is end',abstract,concrete,false,false,true,?,n
'dear is memory',concrete,abstract,false,false,false,0.0550499046767,n
'bright is south',?,?,true,false,false,-0.0923944695958,n
'prospect was gate',abstract,concrete,false,false,false,0.0642505016182,y
'days are blinds',abstract,abstract,true,false,false,-0.0386878148857,y
'echo is bliss',abstract,abstract,true,true,false,0.194404362039,n
'brooklyn was mine',concrete,concrete,true,false,false,?,n
'universe is procession',concrete,abstract,false,false,false,-0.00542355902649,y
'ship is safe',concrete,concrete,true,true,false,0.237794085038,n
'kelson is love',?,?,true,false,false,?,n
'armfuls are pack',abstract,abstract,true,true,false,0.34840182818,n
'deacons are ordain',concrete,?,false,false,false,0.65602903444,n
