@relation finalpoemsglove

@attribute sentence string
@attribute conceptOverlap {false,true}
@attribute similarity REAL
@attribute pmi REAL
@attribute dim1 REAL
@attribute dim2 REAL
@attribute dim3 REAL
@attribute dim4 REAL
@attribute dim5 REAL
@attribute dim6 REAL
@attribute dim7 REAL
@attribute dim8 REAL
@attribute dim9 REAL
@attribute dim10 REAL
@attribute dim11 REAL
@attribute dim12 REAL
@attribute dim13 REAL
@attribute dim14 REAL
@attribute dim15 REAL
@attribute dim16 REAL
@attribute dim17 REAL
@attribute dim18 REAL
@attribute dim19 REAL
@attribute dim20 REAL
@attribute dim21 REAL
@attribute dim22 REAL
@attribute dim23 REAL
@attribute dim24 REAL
@attribute dim25 REAL
@attribute dim26 REAL
@attribute dim27 REAL
@attribute dim28 REAL
@attribute dim29 REAL
@attribute dim30 REAL
@attribute dim31 REAL
@attribute dim32 REAL
@attribute dim33 REAL
@attribute dim34 REAL
@attribute dim35 REAL
@attribute dim36 REAL
@attribute dim37 REAL
@attribute dim38 REAL
@attribute dim39 REAL
@attribute dim40 REAL
@attribute dim41 REAL
@attribute dim42 REAL
@attribute dim43 REAL
@attribute dim44 REAL
@attribute dim45 REAL
@attribute dim46 REAL
@attribute dim47 REAL
@attribute dim48 REAL
@attribute dim49 REAL
@attribute dim50 REAL
@attribute dim51 REAL
@attribute dim52 REAL
@attribute dim53 REAL
@attribute dim54 REAL
@attribute dim55 REAL
@attribute dim56 REAL
@attribute dim57 REAL
@attribute dim58 REAL
@attribute dim59 REAL
@attribute dim60 REAL
@attribute dim61 REAL
@attribute dim62 REAL
@attribute dim63 REAL
@attribute dim64 REAL
@attribute dim65 REAL
@attribute dim66 REAL
@attribute dim67 REAL
@attribute dim68 REAL
@attribute dim69 REAL
@attribute dim70 REAL
@attribute dim71 REAL
@attribute dim72 REAL
@attribute dim73 REAL
@attribute dim74 REAL
@attribute dim75 REAL
@attribute dim76 REAL
@attribute dim77 REAL
@attribute dim78 REAL
@attribute dim79 REAL
@attribute dim80 REAL
@attribute dim81 REAL
@attribute dim82 REAL
@attribute dim83 REAL
@attribute dim84 REAL
@attribute dim85 REAL
@attribute dim86 REAL
@attribute dim87 REAL
@attribute dim88 REAL
@attribute dim89 REAL
@attribute dim90 REAL
@attribute dim91 REAL
@attribute dim92 REAL
@attribute dim93 REAL
@attribute dim94 REAL
@attribute dim95 REAL
@attribute dim96 REAL
@attribute dim97 REAL
@attribute dim98 REAL
@attribute dim99 REAL
@attribute dim100 REAL
@attribute metaphor {0,1}

@data
'life level',true,0.46434300448077176,?,-0.0358,0.30876,-0.25788,-0.60392,0.70088,1.40018,-0.35204199999999997,-0.337545,0.05250000000000005,-0.564165,-0.88409,0.9097500000000001,-0.24550199999999997,0.30428299999999997,-0.359773,-0.69608,1.04541,0.05605,0.20570000000000002,0.9856710000000001,0.39959999999999996,-0.223213,-0.0981595,0.562412,0.636317,1.01051,-0.6345000000000001,-0.28026000000000006,-0.25708,0.7463500000000001,-0.03702,-0.0017699999999999938,-0.05005999999999999,-0.54991,-0.96724,-0.31538,-0.022160000000000013,0.33851000000000003,0.01319999999999999,-0.72716,-0.23674,0.60046,0.43787,0.13231999999999997,-1.12845,-0.018110000000000015,-0.22936,0.32955999999999996,0.62045,0.57509,-0.34400200000000003,0.5582900000000001,0.89457,0.3439000000000001,0.2120242,0.14959999999999996,0.11155000000000001,0.6684000000000001,-0.44279999999999986,0.29833,0.242039,0.99382,0.39938000000000007,-0.5830500000000001,0.85162,0.11254999999999998,0.6694599999999999,-0.0023200000000000165,-1.1925599999999998,-0.116943,-0.35445,0.3663599999999999,-0.519426,0.3514,0.09906999999999999,-0.021124000000000004,0.19916699999999998,-0.32427,-0.54193,0.434854,-0.56368,0.51119,0.50688,1.38001,-0.4092,-0.36397,0.00986999999999999,-0.90922,-0.73136,-0.85758,1.1033,-1.0078,1.64415,-0.7589300000000001,-0.1685,-0.18067899999999998,0.20160699999999998,-0.09421999999999997,-0.60934,0.38817999999999997,0
'star world',true,0.5051373146642719,?,-0.20405999999999996,-0.6165100000000001,-0.4291800000000001,-0.84436,-0.07178999999999999,0.60982,0.463407,-0.0039416,-0.1463000000000001,0.187096,-0.9017200000000001,0.16031,-0.52963,0.46938599999999997,0.52618,-0.90254,0.75001,-0.46998,1.23671,1.3695,-0.49442,-0.273808,-1.97957,-0.09004000000000001,0.4487500000000001,0.55016817,0.18644000000000002,-0.08829999999999999,-0.61416,-0.46841999999999995,0.771295,0.370049,0.487358,0.10611000000000001,0.16833999999999993,-0.6461699999999999,0.492596,-0.43655,0.33619,0.12878,0.9725,0.548526,0.0045600000000000085,0.117214,0.5917699999999999,-0.24815,-1.2967,0.05831,0.8809579999999999,0.6375799999999999,0.6559200000000001,-0.296515,0.303029,-0.41591999999999996,0.617356,0.5116999999999998,-0.8638100000000001,0.07887999999999995,-0.3033999999999999,0.19370999999999994,-0.44911,0.75985,-0.36773100000000003,0.80884,-0.08001000000000003,0.12406,1.0537999999999998,0.14415,-1.21226,1.44008,-0.20193999999999998,0.27364999999999995,0.12236000000000002,-0.3237131,0.09197000000000001,-0.449543,0.44305999999999995,0.31801,0.75952,-0.334764,-0.9266099999999999,-0.310449,0.59375,-1.4005,0.55025,-0.44047,0.942699,0.6237600000000001,0.26067,-0.57827,-0.63147,0.06701000000000001,-0.89349,-0.12225399999999999,-0.25358,0.273881,0.034670000000000034,0.23758,-0.38536000000000004,-0.31093000000000004,1
'god rest',false,0.48468168627419467,2.4653658282821875,0.64968,0.20766000000000007,0.04237000000000002,0.047740000000000005,0.22377,0.66543,-0.728278,-0.92551,0.29,-0.20108000000000004,-0.10094199999999999,-0.60089,0.32368,0.460526,0.25046900000000005,-0.57122,0.264429,0.6730499999999999,-1.33384,1.249963,-0.29202,-1.114113,-0.9137200000000001,-0.17081400000000002,0.6815100000000001,1.36389,-0.43867,0.22196,0.03533999999999998,0.063614,0.75375,-0.010242999999999995,-0.03791999999999998,0.55045,-0.238574,-0.6135900000000001,-0.59575,0.03344999999999998,0.82557,-0.37892,-0.33874999999999994,1.412,0.04536000000000007,-0.454457,-0.185679,-0.569726,-0.22859,0.09470799999999999,-0.63398,0.03711000000000009,0.081701,0.6282,1.68802,0.36801000000000006,-0.586076,0.37439999999999984,0.8507,0.81733,-0.99528,-0.50339,0.673617,-0.36968,-0.15957,-0.792823,-0.25964000000000004,0.03506999999999999,-0.135917,-0.262542,-0.05149900000000001,-0.557386,0.627878,0.264221,0.48122999999999994,-0.4192,-0.22937999999999997,0.04593699999999999,0.547127,-0.65692,-0.561892,0.056859999999999994,-0.61204,-0.16557000000000005,-0.25999000000000005,-0.43348,-0.12959999999999994,0.343624,0.23218000000000005,-0.605113,0.877857,-0.35828,0.218557,-0.20399,0.18216000000000002,0.662486,0.50001,-1.2045109999999999,-0.80042,-1.05305,-0.283092,0.08642,0
'merchants kings',false,0.2558967527062814,?,0.737363,0.65998,-1.5787200000000001,0.20683,0.17075200000000001,-0.37278,-0.73357,-0.148037,1.91987,0.7425099999999999,-0.018309999999999993,-0.528402,0.396122,-0.510543,-0.21419,0.29952999999999996,0.74424,0.09949,0.31653,-0.515046,0.570658,-0.018240000000000006,0.722971,-1.12689,-0.77898,0.029710000000000014,-0.721564,-0.041789999999999994,-0.357544001,-0.31918,-0.183202,0.034794900000000004,-0.027079999999999993,-0.6607630000000001,0.20484999999999998,0.23580999999999996,1.05263,-0.5414238,0.19573000000000002,0.06470999999999993,-0.35726,-0.81754,-0.2416,0.7714766000000001,-0.10300000000000004,-0.38625,0.072654,0.324141,0.059900000000000064,-0.10037499999999999,-0.04574999999999996,0.21653999999999998,0.19779999999999998,0.12031,-0.96304,1.67057,-0.4167400000000001,-0.8408800000000001,0.72775,-1.10579,0.28695999999999994,-0.42263999999999996,0.11272000000000001,0.014429999999999998,-0.41019399999999995,-0.305214,0.24853999999999998,-0.17055000000000003,1.7287599999999999,-0.9683094,-0.687011,0.52569,-0.464936,-0.6384460000000001,-0.288486,0.7404200000000001,0.85794,-0.51397,-0.12535000000000007,-0.5495,1.56213,-0.42266000000000004,-0.5509999999999999,0.4927286,-0.48419,-1.23129,-0.10947000000000001,-0.23951,-0.04127000000000003,-0.8248,0.93491,0.87875,0.8738400000000001,-1.0463099999999999,0.6428,0.69056,0.51251,0.36268100000000003,0.50012,0.22939,1
'fate thine',?,0.1762249049543037,?,1.04495,0.09794,0.7878400000000001,-0.14128000000000002,-0.1361694,-0.5474650000000001,0.90324,-0.39933,-0.9931999999999999,-0.7774399999999999,-0.343858,1.25883,-0.21553999999999995,-1.14137,0.13748,0.42464,0.021948999999999996,-1.16623,0.1411139,0.59434,0.410613,0.04361000000000004,0.264795,0.12159999999999999,-0.10887,-1.0291000000000001,-0.41315,-0.615299,0.286279,0.5896049999999999,-0.012259999999999993,-0.48609,-0.26993999999999996,0.52084,-0.600924,-1.06966,0.16379000000000002,0.379832,0.22574599999999997,0.16858000000000006,-1.23434,-1.16755,0.8585480000000001,-0.2736768,-0.05571999999999999,-0.323794,0.014039999999999997,0.38223,-0.23518,0.30497399999999997,0.69492,-0.5824,0.34055,1.420561,-0.03061499999999999,-1.2316719999999999,-1.02711,-0.407659,0.6502,1.36062,-1.08588,0.2486600000000001,1.3523899999999998,-1.28845,1.1198400000000002,-0.7178,-0.37625,0.5382248,-0.39015999999999995,-0.232735,-0.07885400000000001,-0.199216,-0.7473,0.83726,-0.19675000000000004,0.86067,-0.57022,0.46392,-0.546207,0.320554,-0.11245,-0.03376000000000001,0.059594999999999995,-1.17759,-0.43103,-0.51786,-0.37347,-0.297898,-0.108484,-1.12428,0.497699,-0.22397,-1.40902,0.07838,-0.71274,0.55246,0.36779,0.9589799999999999,1.06562,0.267294,0
'?they slain',false,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0
'road head',false,0.3358115187219144,?,-0.28486,0.09298000000000001,0.20303000000000004,1.36308,-0.32535000000000003,-0.48669,-0.431751,0.7559400000000001,0.722132,-0.65795,0.6527000000000001,0.49301100000000003,-0.91903,-0.8960279999999999,0.36629999999999996,0.08474999999999999,0.90855,-0.14541,0.10072000000000003,0.90253,1.38725,-0.27626000000000006,0.44995,-0.08197199999999999,-0.350833,0.03483000000000003,-0.16803,-0.13430000000000003,-0.891605,-0.342726,-0.893064,0.01976,0.94221,0.107932,0.7255024,0.058873999999999996,-0.16777000000000003,-0.77848,-0.09098999999999996,0.9836,-0.03161999999999998,0.053169999999999995,-0.12168000000000001,-0.21159,0.378655,-0.72137,0.6938799999999999,-0.34494800000000003,0.82091,0.65249,-0.06618800000000001,0.24195,0.067558,0.14617000000000002,0.156235,-0.10829999999999984,0.23341,-0.15921999999999997,-0.16989999999999994,-0.7664219999999999,-1.40316,-0.393994,0.07912000000000001,-0.08162999999999992,0.2056,0.292808,0.07203000000000001,-0.77852,-0.31774,-1.07969,-1.37235,-0.22228,0.12957999999999997,-0.11063,0.52335,0.13524999999999998,2.302,0.8335300000000001,0.15379000000000004,-0.5287999999999999,-0.55915,0.962182,0.17926000000000003,0.79486,0.28579,1.49172,-0.3815700000000001,-1.56274,-1.0946,1.65324,-1.11773,0.057520000000000016,-0.95624,0.06453000000000003,-0.903026,-0.023245000000000002,0.71699,0.339694,0.4144,0.80969,1
'juan receiv',?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0
'life contest',false,0.3758006224367693,?,0.339464,0.29589999999999994,0.09858,0.46179,-0.5420200000000001,0.37579999999999997,-0.88608,-1.01652,-0.09725999999999996,-0.213355,-0.07724000000000003,0.586078,0.388968,0.8574700000000001,0.567117,-0.530602,0.39490000000000003,-0.05409,0.014990000000000031,0.74326,0.27829339999999997,0.30324700000000004,-1.0695595,0.220672,0.42501,0.51619,-0.28018,-0.88487,-0.8992199999999999,0.84039,0.16834999999999997,-0.09112999999999999,-1.10872,-0.21402999999999997,-0.98831,0.53287,0.05573,0.7809699999999999,0.5097700000000001,-0.16219000000000006,-0.35163,0.20846999999999996,1.0000000000000286E-4,0.53229,0.33923,1.00408,0.0615924,0.6406999999999999,0.65691,-0.23873,0.235788,-0.30294999999999994,-0.22894000000000003,0.48019999999999996,0.06974,-0.2478999999999998,0.5505800000000001,-0.172641,0.66797,0.32695,0.79193,1.0286,-0.04898999999999998,-0.81288,0.28541000000000005,0.40243999999999996,0.71842,-0.27790400000000004,0.46965,-0.3342,0.09350460000000001,-0.32208000000000003,0.28117400000000004,-0.76934,1.26365,-0.5795840000000001,0.53643,0.03427999999999998,-0.53386,0.072212,0.13490000000000002,1.26797,0.007979999999999987,0.9531499999999999,-0.5625,1.00487,0.24092999999999998,-0.9165800000000001,-0.8629100000000001,-0.59443,0.801,-0.84792,0.854429,-0.6168800000000001,-0.89651,-0.15518900000000002,0.45397699999999996,-1.54706,-0.72108,-0.07118000000000002,1
'limbs bow',false,0.3269029951031654,?,0.48264399999999996,0.78228,-0.310467,-0.085065,0.29352100000000003,0.83067,-0.63894,-0.10766000000000003,-0.239018,-0.8177,0.65009,0.2882,1.2700799999999999,0.06516,0.79584,-0.04419000000000001,-0.28918,0.35067000000000004,1.00305,0.2863541,0.026389999999999997,0.61493,1.0748,0.9068700000000001,0.3272799999999999,0.06260999999999994,0.7249000000000001,-0.011260000000000006,-0.36492,0.9112100000000001,0.78427,-0.71092,-0.19033999999999998,-0.7661,-0.14124000000000003,-0.575666,-0.330644,1.0539100000000001,-0.24304999999999993,0.46004799999999996,0.286537,0.70774,0.24133000000000002,-0.317774,-0.7512599999999999,0.8604799999999999,0.18988000000000005,-0.010110000000000008,-0.543496,0.36372000000000004,0.10388999999999998,-0.385025,-0.7930699999999999,0.35705000000000003,1.39459,1.8301,-0.17048000000000002,-0.032000600000000004,-0.33927000000000007,0.501916,0.3348282,1.03546,0.702412,-0.53641,0.636939,-0.70358,-0.13522499999999998,-1.12734,0.99323,-0.16885000000000006,0.322172,0.104754,0.25146,0.24069000000000002,1.056079,-0.221518,-0.404257,0.48415,-0.382718,0.3064,-0.20056999999999997,0.65074,-0.56281,0.47046,-0.48004,0.23601,1.27335,0.6128899999999999,-1.04411,-0.07112000000000007,0.7322500000000001,-0.3606,0.509757,0.45883999999999997,-1.21143,-0.39443,1.035606,0.08667999999999998,-0.10402,0.026550000000000018,0
'dungeon gulf',false,-0.0879323525723019,?,0.248906,-0.27172,-0.12196000000000007,0.31187,-0.61097,2.4533,0.48611,-0.68147,0.16303800000000002,-0.02409,0.43485,1.30924,-0.82585,0.49524,-0.08549999999999999,1.72362,-0.1963,1.73581,-0.07212999999999997,0.10554000000000002,-0.70133,-0.47238199999999997,-0.53025,0.1857,0.7052499999999999,-1.19781,0.48506,-0.544754,-1.21152,0.07418,-1.1426399999999999,-0.4658699999999999,-1.1928999999999998,0.51118,0.8702300000000001,0.8609100000000001,-0.98593,-0.47885999999999995,0.84655,-0.96899,1.1257300000000001,1.23467,0.176962,0.252745,-0.41667000000000004,0.32442999999999994,-0.89551,0.5181199999999999,1.0843549399999999,1.60436,-0.5594399999999999,-1.45046,-0.69019,0.34430000000000005,0.480817,0.48030000000000017,0.056900000000000006,0.78665,-1.56016,-0.4613999999999999,0.03324000000000005,-0.6082,-1.3393899999999999,1.691627,0.61093,-0.12145,0.96252,0.5265,0.7144,-0.203808,-0.7651399999999999,-0.40377,0.9782600000000001,0.7057,-1.24489,-0.188376,0.21743,-0.93514,0.3992162,-0.992261,-1.58042,0.698295,0.3499988,-0.70461,-0.18029,0.4726396,0.201789,-0.38542,-0.31974,1.64846,0.68743,0.51188,1.71332,0.88003,1.81374,-1.6643499999999998,0.237122,-0.08559265,0.09327000000000002,-0.326588,1
'man cheerfulest',?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0
'what helmsman',?,-0.037390223322870494,?,0.12525000000000003,0.05781999999999998,0.9145749999999999,0.45689,0.014369999999999994,0.338428,-0.9657,0.5928419,1.28091,0.09868000000000002,0.64245,-0.58916,0.75611,-0.243564,0.21114,1.244709,-0.581646,0.56389,-0.96183,0.572935,-0.222926,-0.039462,-0.41997,-0.84177,-1.2278,0.169152,0.08504,-1.1158700000000001,-0.3124,0.13459,0.39737,0.52311,0.42993099999999995,-0.3110472,0.05163000000000001,0.8993,0.636213,0.2208,-0.11646,-0.25994999999999996,0.29171,-0.07136,-0.22693999999999998,-0.26003,-0.45521,-0.832447,0.529621,-0.39868000000000003,-0.12048000000000003,-0.44975999999999994,0.6733,-0.41661000000000004,1.00348,0.6187500000000001,-0.84215,-2.8263399999999996,1.11417,-0.59455,2.0841,0.98668,0.6115900000000001,1.513695,-0.131477,-0.40123,1.0105309999999998,0.048306,1.33852,-0.60958,-0.47833000000000003,-0.134433,0.10626000000000001,-0.204803,-0.20163,0.13422,0.17973,0.044029999999999986,0.15193,-1.09279,-2.3362,0.8452900000000001,1.19708,0.630474,-0.58501,-0.14509619999999998,-2.52326,-0.037750000000000006,-0.51722,-0.07290999999999997,-0.5289470000000001,-0.44043000000000004,0.291597,-0.8966700000000001,-0.88114,-0.4999139,-1.52358,-0.04236999999999996,-0.16843999999999998,0.04725999999999997,0.41718999999999995,0.2520300000000001,0
'snark snark',?,0.9999999999999999,?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
'folk criseyda',?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0
'opyn cheyne',?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0
'gold air',false,0.2493887856896356,-1.7211574540109658,2.1182,1.23382,-0.60168,-0.26591,0.871452,-1.04434,-0.833731,0.3123,0.06301999999999996,-0.509691,0.00990000000000002,1.70484,0.27788,-0.22113999999999995,-0.9423910000000001,1.08595,-0.014749999999999985,0.20164000000000004,-0.023948999999999998,-0.39037,0.03392999999999996,0.27008139999999997,-0.570283,1.01914,0.23742000000000002,0.58419,0.6078,-1.06427,-0.2780499999999999,-0.43661,-0.01484000000000002,-1.10774,-0.006230000000000013,-0.34235,1.33483,-1.22961,-0.95689,0.8851800000000001,-0.85997,-0.62672,0.8892800000000001,-0.8131599999999999,0.4699461,-1.29916,-0.7905399999999999,-0.8021,0.33768,-0.24954,0.04692000000000002,-0.12895999999999996,-0.69598,0.18230000000000007,1.02646,-0.2287999999999999,-0.39204869999999997,-0.3841000000000001,-1.41607,0.38081999999999994,-1.4932,-0.408312,-0.7339899999999999,-0.25188999999999995,-0.59371,0.39157,-0.136794,-0.642899,0.9889509999999999,1.3725399999999999,0.9533499999999999,-1.38686,-0.8391299999999999,1.81982,-0.80807,1.5748799999999998,0.14460999999999996,0.17095999999999995,-0.64622,-0.04595500000000001,0.11709000000000003,-0.98306,0.008909999999999973,0.84456,0.021390000000000006,-0.9818899999999999,0.833978,-0.15463,-1.00978,-0.41063,0.73219,0.021689999999999987,-0.32982,0.402098,0.54444,-0.0036199999999999843,-0.4306,-1.26854,-1.1996130999999999,0.204789,-0.66901,-0.04525000000000001,1
'hopes dupes',?,-0.25503872897326896,?,0.20824,0.19046400000000002,-0.08776,0.47564,0.91184,-1.3176100000000002,-0.5711010000000001,0.26804,-0.42549000000000003,-0.147931,-0.478119,0.020820000000000005,0.05607100000000001,-0.61042,-1.2021600000000001,-0.26519400000000004,0.020809999999999995,-0.24472,-0.22128,0.018200000000000008,-0.18837,-0.23201499999999997,-0.48504,0.06823999999999997,-0.20069599999999999,0.16550700000000002,-0.8357100000000001,-0.81595,-0.011108299999999998,-0.362948,-0.9055,0.20804999999999998,-0.09621999999999997,0.38505999999999996,-0.5972540000000001,-0.35743,0.40749,0.11114000000000002,-0.57633,0.106706,5.399999999999849E-4,-1.01369,0.86766,-0.91749,0.40494,-0.007692000000000001,0.6838500000000001,-0.73668,0.58782,-1.49111,0.287029,-0.52289,0.06549,1.0298029999999998,0.87385,-3.8397,-0.66472,-0.03714500000000001,1.17159,0.64313,-0.15231,0.035019999999999996,0.251807,-0.508203,-0.34934,0.8562000000000001,-0.49798,0.5617399999999999,0.09315000000000001,0.20128999999999997,1.2821,0.695704,-0.710701,-0.918492,0.51824,0.501814,-0.417483,-0.113688,-1.45852,0.7189,0.562267,-0.19640999999999997,0.26520999999999995,0.1275021,-0.48614999999999997,-0.16665000000000002,0.008649999999999991,0.651385,-0.04582999999999998,0.82686,0.144674,0.52084,-0.75839,-0.146705,-1.22127,0.6455569,-0.0999495,0.022779999999999995,1.0637699999999999,0.08341000000000001,1
'night chill',false,0.3486961911461146,1.7385392808372755,0.9708300000000001,-0.296393,0.11492999999999998,-0.62468,0.33463000000000004,0.44791,0.10930000000000006,1.38623,0.15648000000000006,0.09902,0.4897957,-0.014790000000000025,-0.49932,-0.59629,0.10636999999999996,-0.43414,-0.099056,-0.276911,-0.42879599999999995,0.5466992,0.39657699999999996,-0.81264,-0.189961,-0.010139999999999982,0.8781760000000001,-0.93126,-0.00802,-0.006709999999999994,0.089996,0.405624,-0.443778,-0.228593,0.05418999999999999,0.36959999999999993,1.183709,0.005720000000000003,-1.2186,0.668598,0.27271999999999996,0.2879707,0.62704,0.61715,0.44617,0.19144699999999998,-0.28157899999999997,0.11380000000000001,-0.47208000000000006,-0.30765,-0.34153,-0.31094,-0.03961999999999999,-0.464687,0.523662,0.7845199999999999,0.06751,-1.6545,-0.663747,0.26123300000000005,0.7519600000000001,0.7135400000000001,-1.18891,0.51937,1.11878,-0.539881,-0.197197,-0.148229,0.22943999999999998,0.597377,-0.558795,0.477186,-0.68967,-0.68523,-0.236983,-0.97549,-0.190548,-0.08850000000000002,-0.367931,0.9791300000000001,-1.5072800000000002,0.05726999999999999,0.18502000000000002,-0.040075,0.22369999999999998,-0.48801,-1.0605609999999999,-0.10026000000000002,-0.180781,0.05292999999999998,-0.434765,0.144983,0.6053780000000001,-0.74153,0.72085,1.19622,-1.4719900000000001,-0.12649000000000002,-1.11137,0.27762000000000003,0.662564,-0.41086000000000006,0
'night chill',false,0.3486961911461146,1.7385392808372755,0.9708300000000001,-0.296393,0.11492999999999998,-0.62468,0.33463000000000004,0.44791,0.10930000000000006,1.38623,0.15648000000000006,0.09902,0.4897957,-0.014790000000000025,-0.49932,-0.59629,0.10636999999999996,-0.43414,-0.099056,-0.276911,-0.42879599999999995,0.5466992,0.39657699999999996,-0.81264,-0.189961,-0.010139999999999982,0.8781760000000001,-0.93126,-0.00802,-0.006709999999999994,0.089996,0.405624,-0.443778,-0.228593,0.05418999999999999,0.36959999999999993,1.183709,0.005720000000000003,-1.2186,0.668598,0.27271999999999996,0.2879707,0.62704,0.61715,0.44617,0.19144699999999998,-0.28157899999999997,0.11380000000000001,-0.47208000000000006,-0.30765,-0.34153,-0.31094,-0.03961999999999999,-0.464687,0.523662,0.7845199999999999,0.06751,-1.6545,-0.663747,0.26123300000000005,0.7519600000000001,0.7135400000000001,-1.18891,0.51937,1.11878,-0.539881,-0.197197,-0.148229,0.22943999999999998,0.597377,-0.558795,0.477186,-0.68967,-0.68523,-0.236983,-0.97549,-0.190548,-0.08850000000000002,-0.367931,0.9791300000000001,-1.5072800000000002,0.05726999999999999,0.18502000000000002,-0.040075,0.22369999999999998,-0.48801,-1.0605609999999999,-0.10026000000000002,-0.180781,0.05292999999999998,-0.434765,0.144983,0.6053780000000001,-0.74153,0.72085,1.19622,-1.4719900000000001,-0.12649000000000002,-1.11137,0.27762000000000003,0.662564,-0.41086000000000006,0
'name geraldine',?,0.11164807013130748,?,0.1144672,-0.8756200000000001,0.64817,0.38166,-0.76557,0.28141000000000005,-0.064331,-0.649953,-0.29417000000000004,0.277576,-0.34726,-0.06334999999999996,1.02783,0.53871,-0.012972000000000001,0.12477999999999995,1.6645400000000001,-0.07332899999999999,-0.24091599999999996,0.4186,0.5936,-0.43423,-0.58738,0.09569,-0.58212,-0.41342999999999996,-0.116498,-0.39425,-0.29552,-0.774098,-0.50547,0.5123599999999999,-0.485317,0.3773,-0.24395000000000003,0.09870999999999999,-0.02395,-0.754689,-0.154375,-0.64964,0.15086699999999997,0.30011,1.2662,-1.12986,0.23364000000000001,-0.43417,0.494701,1.1608539,-0.07665,-0.42181,-0.34808,0.756107,0.2940600000000001,0.805508,-0.93006,-1.8383699999999998,-1.04575,-0.6861,1.8482699999999999,0.67506,0.7775,1.06185,-0.481505,-0.5979099999999999,0.89438,-0.651965,-0.027549999999999963,-0.05626999999999999,0.004709999999999992,-0.53695639,-0.77949,0.47339000000000003,0.18611000000000005,-0.55197,0.58127,0.12644300000000003,0.011799999999999998,-0.06614,-0.5532100000000001,0.7691400000000002,0.795039,-1.35018,-1.06134,-0.315361,-1.4993500000000002,-0.06638000000000001,-0.27612000000000003,-1.3394,0.6755490000000001,0.6554139999999999,-0.5796,-0.48131,-0.38227,-0.14627,-0.06148999999999999,0.12281999999999998,-0.9041110000000001,-0.45507800000000004,1.41374,-0.398262,0
